Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Body Battery Drain,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Treadmill Running,2021-03-26 16:27:26,false,"Koşu Bandı Koşusu","9.00","972","01:02:21","159","173","--","132","248","6:56","1:56","--","--","1.79","--","--","--","--","--","0.0","--","--","8,194","--","21.0","No","00:03:03.3","15","28.0","01:01:04","01:02:21","--","--"
Treadmill Running,2021-03-24 16:25:20,false,"Koşu Bandı Koşusu","8.50","886","01:00:30","153","172","--","129","248","7:07","1:56","--","--","1.76","--","--","--","--","--","0.0","--","--","7,804","--","20.0","No","00:03:18.2","14","26.0","00:59:31","01:00:32","--","--"
Treadmill Running,2021-03-22 14:09:20,false,"Koşu Bandı Koşusu","10.00","861","01:23:36","145","175","--","109","240","8:22","2:23","--","--","1.40","--","--","--","--","--","0.0","--","--","9,118","--","24.0","No","00:03:26.2","14","31.0","01:14:32","01:23:36","--","--"
Treadmill Running,2021-03-19 16:52:25,false,"Koşu Bandı Koşusu","8.50","971","01:00:35","158","174","--","129","236","7:08","2:02","--","--","1.75","--","--","--","--","--","0.0","--","--","7,784","--","21.0","No","00:03:14.7","14","28.0","00:58:50","01:00:35","--","--"
Treadmill Running,2021-03-18 17:03:36,false,"Koşu Bandı Koşusu","8.50","935","01:00:29","155","172","--","130","248","7:07","1:51","--","--","1.78","--","--","--","--","--","0.0","--","--","7,852","--","22.0","No","00:03:21.2","14","28.0","00:59:21","01:00:30","--","--"
Treadmill Running,2021-03-17 16:27:58,false,"Koşu Bandı Koşusu","12.00","762","02:00:55","108","119","--","99","129","10:05","7:30","--","--","1.04","--","--","--","--","--","0.0","--","--","12,038","--","22.0","No","00:06:23.7","13","27.0","01:47:52","02:00:55","--","--"
Treadmill Running,2021-03-16 17:46:30,false,"Koşu Bandı Koşusu","8.50","1,022","01:00:26","162","177","--","126","237","7:07","2:01","--","--","1.79","--","--","--","--","--","0.0","--","--","7,582","--","24.0","No","00:02:59.9","14","29.0","00:56:19","01:00:38","--","--"
Treadmill Running,2021-03-15 16:30:45,false,"Koşu Bandı Koşusu","6.00","441","01:00:46","112","127","--","99","119","10:08","7:09","--","--","1.04","--","--","--","--","--","0.0","--","--","6,104","--","23.0","No","00:03:37.2","7","29.0","00:53:48","01:00:46","--","--"
Treadmill Running,2021-03-14 17:00:01,false,"Koşu Bandı Koşusu","13.00","1,484","01:31:16","162","174","--","127","151","7:01","3:09","--","--","1.71","--","--","--","--","--","0.0","--","--","11,752","--","22.0","No","00:03:21.2","20","30.0","01:26:29","01:31:16","--","--"
Treadmill Running,2021-03-13 15:22:38,false,"Koşu Bandı Koşusu","10.00","708","01:38:55","116","147","--","92","123","9:53","10:42","--","--","0.70","--","--","--","--","--","0.0","--","--","9,266","--","24.0","No","00:06:37.4","7","27.0","01:20:05","01:39:02","--","--"
Treadmill Running,2021-03-12 16:31:46,false,"Koşu Bandı Koşusu","8.00","651","01:01:51","148","179","--","120","239","7:44","2:32","--","--","1.73","--","--","--","--","--","0.0","--","--","7,534","--","21.0","No","00:03:30.6","13","27.0","00:58:14","01:01:51","--","--"
Treadmill Running,2021-03-11 17:35:18,false,"Koşu Bandı Koşusu","9.00","442","01:28:53","111","130","--","92","120","9:53","6:34","--","--","1.21","--","--","--","--","--","0.0","--","--","8,284","--","23.0","No","00:06:54.6","10","28.0","01:12:10","01:28:53","--","--"
Treadmill Running,2021-03-10 14:20:30,false,"Koşu Bandı Koşusu","9.00","578","01:19:56","130","171","--","100","146","8:53","2:51","--","--","1.40","--","--","--","--","--","0.0","--","--","8,164","--","25.0","No","00:03:13.2","12","30.0","01:07:19","01:19:56","--","--"
Treadmill Running,2021-03-09 17:07:35,false,"Koşu Bandı Koşusu","8.00","594","01:01:54","142","166","--","115","233","7:44","2:49","--","--","1.78","--","--","--","--","--","0.0","--","--","7,294","--","23.0","No","00:03:48.9","13","29.0","00:55:26","01:01:58","--","--"
Treadmill Running,2021-03-08 16:27:55,false,"Koşu Bandı Koşusu","8.00","636","01:01:52","147","171","--","118","144","7:44","2:49","--","--","1.85","--","--","--","--","--","0.0","--","--","7,510","--","23.0","No","00:02:47.0","14","28.0","00:58:08","01:01:55","--","--"
Treadmill Running,2021-03-06 18:42:00,false,"Koşu Bandı Koşusu","6.00","302","01:00:32","107","123","--","106","120","10:05","6:28","--","--","1.22","--","--","--","--","--","0.0","--","--","6,580","--","21.0","No","00:05:37.4","8","26.0","00:54:25","01:00:32","--","--"
Treadmill Running,2021-03-05 20:42:00,false,"Koşu Bandı Koşusu","8.00","636","01:01:50","148","169","--","120","245","7:44","1:53","--","--","1.83","--","--","--","--","--","0.0","--","--","7,536","--","24.0","No","00:03:15.7","14","29.0","00:57:53","01:01:50","--","--"
Treadmill Running,2021-03-04 17:26:01,false,"Koşu Bandı Koşusu","8.00","708","01:02:16","155","177","--","112","244","7:47","2:40","--","--","1.86","--","--","--","--","--","0.0","--","--","7,152","--","22.0","No","00:03:10.6","13","28.0","00:55:31","01:03:55","--","--"
Treadmill Running,2021-03-03 16:27:57,false,"Koşu Bandı Koşusu","12.00","634","01:59:15","115","151","--","106","121","9:56","6:17","--","--","1.22","--","--","--","--","--","0.0","--","--","12,910","--","22.0","No","00:05:08.8","16","26.0","01:49:48","01:59:15","--","--"
Treadmill Running,2021-02-28 16:56:58,false,"Koşu Bandı Koşusu","10.00","478","01:39:30","108","124","--","91","148","9:57","5:41","--","--","1.20","--","--","--","--","--","0.0","--","--","9,260","--","24.0","No","00:07:03.5","11","28.0","01:20:56","01:39:35","--","--"
Treadmill Running,2021-02-27 14:58:26,false,"Koşu Bandı Koşusu","16.00","1,047","02:15:40","140","177","--","107","146","8:29","2:43","--","--","1.52","--","--","--","--","--","0.0","--","--","14,824","--","21.0","No","00:03:00.3","23","28.0","01:58:24","02:15:40","--","--"
Treadmill Running,2021-02-26 16:58:03,false,"Koşu Bandı Koşusu","6.00","308","01:01:59","107","118","--","81","123","10:20","6:37","--","--","1.16","--","--","--","--","--","0.0","--","--","5,262","--","24.0","No","00:06:24.2","6","28.0","00:43:27","01:01:59","--","--"
Treadmill Running,2021-02-25 18:17:40,false,"Koşu Bandı Koşusu","8.00","608","01:10:34","141","177","--","79","148","8:49","2:46","--","--","1.48","--","--","--","--","--","0.0","--","--","5,744","--","22.0","No","00:02:57.1","10","29.0","00:43:09","01:10:34","--","--"
Treadmill Running,2021-02-24 16:05:34,false,"Koşu Bandı Koşusu","12.00","612","01:58:37","115","136","--","82","130","9:53","5:56","--","--","1.20","--","--","--","--","--","0.0","--","--","10,132","--","24.0","No","00:06:44.3","12","28.0","01:23:15","01:58:37","--","--"
Treadmill Running,2021-02-23 17:59:01,false,"Koşu Bandı Koşusu","8.00","608","01:10:22","140","181","--","91","144","8:48","2:49","--","--","1.51","--","--","--","--","--","0.0","--","--","6,706","--","20.0","No","00:03:00.7","11","28.0","00:54:28","01:10:33","--","--"
Treadmill Running,2021-02-21 17:01:36,false,"Koşu Bandı Koşusu","9.00","435","01:27:36","112","125","--","74","129","9:44","5:51","--","--","1.21","--","--","--","--","--","0.0","--","--","6,938","--","24.0","No","00:00:15.1","9","28.0","00:57:57","01:27:43","--","--"
Treadmill Running,2021-02-20 16:28:22,false,"Koşu Bandı Koşusu","12.00","770","01:43:56","135","174","--","95","241","8:40","2:40","--","--","1.56","--","--","--","--","--","0.0","--","--","10,084","--","22.0","No","00:02:55.4","17","28.0","01:21:27","01:43:56","--","--"
Treadmill Running,2021-02-19 14:16:22,false,"Koşu Bandı Koşusu","9.00","611","01:23:26","130","177","--","104","146","9:16","2:44","--","--","1.39","--","--","--","--","--","0.0","--","--","8,826","--","23.0","No","00:02:37.7","13","27.0","01:13:38","01:23:38","--","--"
Treadmill Running,2021-02-18 19:45:54,false,"Koşu Bandı Koşusu","6.00","343","01:00:38","115","129","--","104","121","10:06","5:25","--","--","1.30","--","--","--","--","--","0.0","--","--","6,402","--","24.0","No","00:02:35.1","9","29.0","00:53:59","01:00:38","--","--"
Treadmill Running,2021-02-15 17:57:26,false,"Koşu Bandı Koşusu","8.00","615","01:11:45","140","179","--","115","243","8:58","2:08","--","--","1.55","--","--","--","--","--","0.0","--","--","8,340","--","21.0","No","00:01:06.0","14","27.0","01:07:58","01:11:48","--","--"
Treadmill Running,2021-02-14 16:58:07,false,"Koşu Bandı Koşusu","8.00","552","01:13:53","137","176","--","90","150","9:14","2:54","--","--","1.45","--","--","--","--","--","0.0","--","--","6,860","--","22.0","No","00:03:10.6","11","30.0","00:59:05","01:13:53","--","--"
Treadmill Running,2021-02-13 17:18:41,false,"Koşu Bandı Koşusu","10.00","652","01:39:23","127","138","--","94","123","9:56","5:22","--","--","1.27","--","--","--","--","--","0.0","--","--","9,496","--","23.0","No","00:05:57.9","12","28.0","01:23:02","01:39:23","--","--"
Treadmill Running,2021-02-12 20:26:24,false,"Koşu Bandı Koşusu","7.00","460","01:11:41","123","134","--","96","126","10:14","5:33","--","--","1.27","--","--","--","--","--","0.0","--","--","7,054","--","26.0","No","00:05:30.5","9","30.0","01:00:23","01:11:45","--","--"
Treadmill Running,2021-02-12 15:02:08,false,"Koşu Bandı Koşusu","9.00","521","01:30:46","117","136","--","108","235","10:05","2:30","--","--","1.21","--","--","--","--","--","0.0","--","--","9,902","--","22.0","No","00:06:11.1","12","27.0","01:25:22","01:30:46","--","--"
Treadmill Running,2021-02-11 16:56:21,false,"Koşu Bandı Koşusu","8.00","494","01:21:54","122","135","--","94","119","10:14","6:38","--","--","1.17","--","--","--","--","--","0.0","--","--","7,872","--","23.0","No","00:08:19.2","9","28.0","01:06:41","01:21:54","--","--"
Treadmill Running,2021-02-10 15:02:52,false,"Koşu Bandı Koşusu","12.00","734","02:00:02","127","140","--","95","126","10:00","6:12","--","--","1.18","--","--","--","--","--","0.0","--","--","11,696","--","25.0","No","00:06:36.1","14","30.0","01:40:31","02:00:02","--","--"
Treadmill Running,2021-02-09 21:00:19,false,"Koşu Bandı Koşusu","12.00","640","02:00:00","121","133","--","97","126","10:00","5:46","--","--","1.21","--","--","--","--","--","0.0","--","--","11,860","--","26.0","No","00:01:32.4","15","30.0","01:41:57","02:00:00","--","--"
Treadmill Running,2021-02-08 14:17:22,false,"Koşu Bandı Koşusu","8.00","550","01:15:19","135","173","--","101","145","9:25","2:54","--","--","1.52","--","--","--","--","--","0.0","--","--","7,720","--","25.0","No","00:03:12.1","12","30.0","01:04:28","01:15:22","--","--"
Treadmill Running,2021-02-07 19:36:56,false,"Koşu Bandı Koşusu","12.00","778","01:52:09","137","171","--","109","240","9:21","2:37","--","--","1.48","--","--","--","--","--","0.0","--","--","12,372","--","23.0","No","00:03:04.6","19","30.0","01:42:33","01:52:09","--","--"
Treadmill Running,2021-02-06 15:49:52,false,"Koşu Bandı Koşusu","12.00","756","02:01:56","131","145","--","88","119","10:10","5:44","--","--","1.27","--","--","--","--","--","0.0","--","--","10,896","--","25.0","No","00:06:20.6","14","29.0","01:37:13","02:01:56","--","--"
Treadmill Running,2021-02-04 15:14:04,false,"Koşu Bandı Koşusu","12.00","726","02:00:06","125","138","--","95","124","10:01","5:36","--","--","1.29","--","--","--","--","--","0.0","--","--","11,714","--","24.0","No","00:06:19.9","15","28.0","01:40:00","02:00:06","--","--"
Treadmill Running,2021-02-03 21:18:44,false,"Koşu Bandı Koşusu","8.00","510","01:19:39","125","137","--","90","151","9:57","4:23","--","--","1.29","--","--","--","--","--","0.0","--","--","7,424","--","24.0","No","00:05:35.8","10","29.0","01:02:36","01:19:39","--","--"
Treadmill Running,2021-02-02 14:25:25,false,"Koşu Bandı Koşusu","12.00","860","01:56:54","134","178","--","100","142","9:44","3:02","--","--","1.47","--","--","--","--","--","0.0","--","--","11,932","--","26.0","No","00:03:26.0","18","31.0","01:41:59","01:56:54","--","--"
Treadmill Running,2021-02-01 16:53:29,false,"Koşu Bandı Koşusu","8.00","522","01:20:21","126","140","--","97","121","10:03","5:27","--","--","1.42","--","--","--","--","--","0.0","--","--","7,954","--","25.0","No","00:00:46.7","12","29.0","01:09:51","01:20:21","--","--"
Treadmill Running,2021-01-31 17:54:11,false,"Koşu Bandı Koşusu","10.00","707","01:36:27","133","174","--","98","148","9:39","2:53","--","--","1.52","--","--","--","--","--","0.0","--","--","9,798","--","24.0","No","00:03:02.4","15","30.0","01:21:30","01:36:27","--","--"
Treadmill Running,2021-01-30 17:17:22,false,"Koşu Bandı Koşusu","10.00","627","01:41:41","126","139","--","98","120","10:10","5:26","--","--","1.43","--","--","--","--","--","0.0","--","--","10,062","--","27.0","No","00:01:43.4","15","29.0","01:29:49","01:41:45","--","--"
Treadmill Running,2021-01-29 20:54:25,false,"Koşu Bandı Koşusu","10.00","684","01:36:32","134","176","--","101","242","9:39","2:03","--","--","1.48","--","--","--","--","--","0.0","--","--","10,074","--","22.0","No","00:03:03.4","15","29.0","01:23:44","01:36:33","--","--"
Treadmill Running,2021-01-28 20:01:51,false,"Koşu Bandı Koşusu","10.00","576","01:40:45","119","160","--","100","238","10:05","2:52","--","--","1.44","--","--","--","--","--","0.0","--","--","10,246","--","23.0","No","00:05:07.0","15","28.0","01:28:20","01:40:45","--","--"
Treadmill Running,2021-01-25 10:29:58,false,"Koşu Bandı Koşusu","6.00","427","01:01:52","128","142","--","97","126","10:19","5:27","--","--","1.42","--","--","--","--","--","0.0","--","--","6,170","--","27.0","No","00:03:18.2","9","30.0","00:52:17","01:01:52","--","--"
Treadmill Running,2021-01-24 14:04:10,false,"Koşu Bandı Koşusu","15.00","985","02:29:48","134","146","--","95","146","9:59","5:18","--","--","1.41","--","--","--","--","--","0.0","--","--","14,580","--","25.0","No","00:03:38.5","21","30.0","02:06:19","02:29:48","--","--"
Treadmill Running,2021-01-23 15:23:16,false,"Koşu Bandı Koşusu","10.00","632","01:40:42","126","136","--","97","123","10:04","5:25","--","--","1.39","--","--","--","--","--","0.0","--","--","10,040","--","26.0","No","00:05:49.5","14","29.0","01:26:43","01:40:47","--","--"
Treadmill Running,2021-01-22 14:55:50,false,"Koşu Bandı Koşusu","10.00","680","01:41:50","131","141","--","95","124","10:11","5:21","--","--","1.41","--","--","--","--","--","0.0","--","--","9,906","--","27.0","No","00:05:47.4","14","29.0","01:27:12","01:41:50","--","--"
Treadmill Running,2021-01-21 15:51:05,false,"Koşu Bandı Koşusu","10.00","670","01:36:51","136","174","--","95","241","9:41","2:41","--","--","1.48","--","--","--","--","--","0.0","--","--","9,408","--","27.0","No","00:00:15.5","15","30.0","01:17:41","01:36:51","--","--"
Treadmill Running,2021-01-20 16:48:33,false,"Koşu Bandı Koşusu","6.00","502","00:57:23","141","175","--","102","241","9:34","2:43","--","--","1.49","--","--","--","--","--","0.0","--","--","6,042","--","25.0","No","00:03:02.1","9","29.0","00:50:02","00:57:23","--","--"
Treadmill Running,2021-01-18 21:19:05,false,"Koşu Bandı Koşusu","10.00","715","01:35:04","135","170","--","96","246","9:30","2:19","--","--","1.47","--","--","--","--","--","0.0","--","--","9,432","--","24.0","No","00:03:00.5","14","29.0","01:19:26","01:35:04","--","--"
Treadmill Running,2021-01-17 18:36:33,false,"Koşu Bandı Koşusu","5.00","425","00:47:36","135","174","--","106","242","9:31","2:32","--","--","1.54","--","--","--","--","--","0.0","--","--","5,290","--","25.0","No","00:00:15.1","9","29.0","00:42:53","00:47:36","--","--"
Treadmill Running,2021-01-16 19:20:16,false,"Koşu Bandı Koşusu","12.00","890","01:55:22","141","182","--","91","153","9:37","2:48","--","--","1.44","--","--","--","--","--","0.0","--","--","11,058","--","24.0","No","00:03:01.4","16","29.0","01:31:40","01:55:23","--","--"
Treadmill Running,2021-01-14 16:54:45,false,"Koşu Bandı Koşusu","6.00","612","00:59:15","148","177","--","96","144","9:53","2:44","--","--","1.41","--","--","--","--","--","0.0","--","--","5,858","--","24.0","No","00:01:47.8","9","28.0","00:47:29","00:59:15","--","--"
Treadmill Running,2021-01-13 16:00:34,false,"Koşu Bandı Koşusu","10.00","845","01:41:06","139","170","--","96","145","10:07","4:10","--","--","1.40","--","--","--","--","--","0.0","--","--","9,984","--","24.0","No","00:04:27.7","14","29.0","01:25:44","01:41:06","--","--"
Treadmill Running,2021-01-12 16:58:02,false,"Koşu Bandı Koşusu","6.00","577","01:01:42","142","150","--","86","121","10:17","5:27","--","--","1.41","--","--","--","--","--","0.0","--","--","5,492","--","26.0","No","00:06:43.5","8","30.0","00:48:10","01:01:42","--","--"
Treadmill Running,2021-01-11 16:09:42,false,"Koşu Bandı Koşusu","10.00","867","01:40:03","143","161","--","96","145","10:00","4:16","--","--","1.42","--","--","--","--","--","0.0","--","--","9,872","--","24.0","No","00:05:12.3","14","30.0","01:26:07","01:40:03","--","--"
Treadmill Running,2021-01-10 16:27:07,false,"Koşu Bandı Koşusu","10.00","828","01:39:40","142","169","--","96","149","9:58","3:18","--","--","1.41","--","--","--","--","--","0.0","--","--","9,848","--","25.0","No","00:04:43.6","14","29.0","01:23:40","01:39:40","--","--"
Treadmill Running,2021-01-09 16:37:51,false,"Koşu Bandı Koşusu","8.00","735","01:21:56","143","154","--","102","230","10:14","2:44","--","--","1.41","--","--","--","--","--","0.0","--","--","8,564","--","25.0","No","00:05:48.4","12","27.0","01:12:39","01:21:56","--","--"
Treadmill Running,2021-01-08 16:32:28,false,"Koşu Bandı Koşusu","10.00","876","01:41:49","143","154","--","97","233","10:11","5:24","--","--","1.40","--","--","--","--","--","0.0","--","--","10,238","--","25.0","No","00:05:43.7","14","28.0","01:28:51","01:41:49","--","--"
Treadmill Running,2021-01-07 15:53:36,false,"Koşu Bandı Koşusu","9.00","745","01:34:07","136","153","--","101","123","10:27","5:20","--","--","1.41","--","--","--","--","--","0.0","--","--","9,760","--","24.0","No","00:03:36.1","14","28.0","01:23:15","01:34:07","--","--"
Treadmill Running,2021-01-06 16:57:42,false,"Koşu Bandı Koşusu","5.00","367","00:58:37","120","135","--","105","159","11:43","5:38","--","--","1.42","--","--","--","--","--","0.0","--","--","6,310","--","23.0","No","00:05:55.2","9","26.0","00:54:27","00:58:37","--","--"
Treadmill Running,2020-12-30 15:38:38,false,"Koşu Bandı Koşusu","10.00","728","01:41:50","133","145","--","95","125","10:11","5:23","--","--","1.40","--","--","--","--","--","0.0","--","--","9,944","--","24.0","No","00:03:40.7","14","28.0","01:24:57","01:41:50","--","--"
Treadmill Running,2020-12-29 16:57:57,false,"Koşu Bandı Koşusu","6.00","588","00:55:06","152","179","--","101","145","9:11","2:50","--","--","1.59","--","--","--","--","--","0.0","--","--","5,782","--","24.0","No","00:02:05.5","10","30.0","00:45:53","00:55:06","--","--"
Treadmill Running,2020-12-28 17:05:12,false,"Koşu Bandı Koşusu","10.00","691","01:42:35","130","141","--","98","123","10:16","5:19","--","--","1.39","--","--","--","--","--","0.0","--","--","10,380","--","23.0","No","00:01:11.6","15","28.0","01:27:50","01:44:56","--","--"
Treadmill Running,2020-12-27 19:23:05,false,"Koşu Bandı Koşusu","12.00","880","02:01:51","135","145","--","107","123","10:09","5:21","--","--","1.40","--","--","--","--","--","0.0","--","--","13,448","--","24.0","No","00:02:48.2","19","29.0","01:54:29","02:01:51","--","--"
Treadmill Running,2020-12-26 15:48:17,false,"Koşu Bandı Koşusu","8.00","801","01:19:01","147","176","--","103","146","9:53","2:44","--","--","1.47","--","--","--","--","--","0.0","--","--","8,314","--","26.0","No","00:01:23.5","13","30.0","01:09:37","01:19:01","--","--"
Treadmill Running,2020-12-25 15:58:24,false,"Koşu Bandı Koşusu","10.00","864","01:42:05","140","152","--","103","139","10:13","4:51","--","--","1.38","--","--","--","--","--","0.0","--","--","10,884","--","26.0","No","00:05:23.0","15","29.0","01:30:42","01:42:07","--","--"
Treadmill Running,2020-12-24 17:04:28,false,"Koşu Bandı Koşusu","6.00","527","01:01:55","139","151","--","94","124","10:19","5:18","--","--","1.36","--","--","--","--","--","0.0","--","--","6,196","--","26.0","No","00:06:08.1","8","30.0","00:53:21","01:01:55","--","--"
Treadmill Running,2020-12-23 16:03:12,false,"Koşu Bandı Koşusu","10.00","787","01:42:10","138","147","--","105","132","10:13","5:23","--","--","1.43","--","--","--","--","--","0.0","--","--","11,096","--","22.0","No","00:02:23.7","16","27.0","01:33:22","01:42:15","--","--"
Treadmill Running,2020-12-22 16:26:24,false,"Koşu Bandı Koşusu","6.00","615","00:56:46","153","175","--","91","146","9:28","2:52","--","--","1.58","--","--","--","--","--","0.0","--","--","5,592","--","24.0","No","00:03:03.5","9","30.0","00:44:20","00:56:48","--","--"
Treadmill Running,2020-12-21 21:34:31,false,"Koşu Bandı Koşusu","8.00","650","01:21:56","136","143","--","102","124","10:14","5:25","--","--","1.40","--","--","--","--","--","0.0","--","--","8,606","--","24.0","No","00:05:42.9","12","28.0","01:13:32","01:21:57","--","--"
Treadmill Running,2020-12-20 19:04:07,false,"Koşu Bandı Koşusu","6.50","625","00:58:28","149","175","--","112","145","9:00","2:54","--","--","1.62","--","--","--","--","--","0.0","--","--","6,834","--","22.0","No","00:03:20.4","11","30.0","00:52:58","00:58:28","--","--"
Treadmill Running,2020-12-19 19:39:58,false,"Koşu Bandı Koşusu","10.00","997","01:31:32","156","179","--","111","235","9:09","2:42","--","--","1.56","--","--","--","--","--","0.0","--","--","10,514","--","22.0","No","00:00:50.1","17","30.0","01:22:27","01:31:34","--","--"
Treadmill Running,2020-12-18 17:50:02,false,"Koşu Bandı Koşusu","10.50","1,140","01:39:33","157","182","--","105","245","9:29","2:41","--","--","1.43","--","--","--","--","--","0.0","--","--","11,086","--","24.0","No","00:00:58.1","16","30.0","01:27:58","01:39:37","--","--"
Treadmill Running,2020-12-17 16:16:19,false,"Koşu Bandı Koşusu","10.00","1,142","01:39:59","157","188","--","105","233","10:00","2:49","--","--","1.43","--","--","--","--","--","0.0","--","--","11,040","--","22.0","No","00:00:19.8","16","27.0","01:31:25","01:40:00","--","--"
Treadmill Running,2020-12-13 21:49:12,false,"Koşu Bandı Koşusu","6.00","597","00:59:44","141","177","--","107","148","9:57","2:47","--","--","1.49","--","--","--","--","--","0.0","--","--","6,760","--","26.0","No","00:02:54.2","10","30.0","00:55:17","00:59:44","--","--"
Treadmill Running,2020-12-08 16:07:19,false,"Koşu Bandı Koşusu","12.00","1,241","02:01:24","149","162","--","97","242","10:07","2:49","--","--","1.42","--","--","--","--","--","0.0","--","--","12,404","--","26.0","No","00:05:43.0","17","31.0","01:47:36","02:01:24","--","--"
Treadmill Running,2020-12-07 20:59:20,false,"Koşu Bandı Koşusu","9.00","1,037","01:31:11","151","168","--","104","129","10:08","5:14","--","--","1.41","--","--","--","--","--","0.0","--","--","9,894","--","23.0","No","00:04:05.0","14","28.0","01:22:46","01:31:11","--","--"
Treadmill Running,2020-12-05 13:48:05,false,"Koşu Bandı Koşusu","12.00","1,265","02:01:15","151","160","--","110","238","10:06","2:44","--","--","1.46","--","--","--","--","--","0.0","--","--","13,682","--","26.0","No","00:03:36.7","20","28.0","01:57:55","02:01:15","--","--"
Treadmill Running,2020-12-04 15:21:30,false,"Koşu Bandı Koşusu","5.70","655","01:00:24","147","157","--","110","126","10:36","5:26","--","--","1.45","--","--","--","--","--","0.0","--","--","6,800","--","27.0","No","00:04:10.5","10","29.0","00:58:47","01:00:24","--","--"
Treadmill Running,2020-12-03 20:47:03,false,"Koşu Bandı Koşusu","10.00","1,024","01:43:09","148","158","--","109","126","10:19","5:19","--","--","1.39","--","--","--","--","--","0.0","--","--","11,718","--","25.0","No","00:03:32.8","16","31.0","01:38:30","01:43:09","--","--"
Treadmill Running,2020-12-02 16:25:52,false,"Koşu Bandı Koşusu","9.00","994","01:31:59","149","162","--","108","125","10:13","5:09","--","--","1.42","--","--","--","--","--","0.0","--","--","10,364","--","23.0","No","00:01:13.4","15","26.0","01:26:58","01:31:59","--","--"
Treadmill Running,2020-12-01 21:18:34,false,"Koşu Bandı Koşusu","10.00","1,083","01:43:31","148","161","--","109","132","10:21","5:12","--","--","1.38","--","--","--","--","--","0.0","--","--","11,914","--","23.0","No","00:04:12.6","16","26.0","01:39:00","01:43:31","--","--"
Treadmill Running,2020-11-30 17:08:25,false,"Koşu Bandı Koşusu","4.00","441","00:45:32","138","148","--","93","120","11:23","5:34","--","--","1.33","--","--","--","--","--","0.0","--","--","4,900","--","25.0","No","00:06:28.0","6","28.0","00:38:27","00:45:33","--","--"
Treadmill Running,2020-11-27 15:12:47,false,"Koşu Bandı Koşusu","12.00","1,325","01:59:18","157","177","--","113","230","9:57","3:20","--","--","1.45","--","--","--","--","--","0.0","--","--","13,992","--","21.0","No","00:03:13.9","20","28.0","01:52:09","01:59:18","--","--"
Treadmill Running,2020-11-26 16:47:57,false,"Koşu Bandı Koşusu","4.10","503","00:41:50","152","176","--","111","146","10:12","3:53","--","--","1.40","--","--","--","--","--","0.0","--","--","4,818","--","23.0","No","00:03:26.6","7","28.0","00:38:45","00:41:50","--","--"
Treadmill Running,2020-11-25 16:48:44,false,"Koşu Bandı Koşusu","12.00","1,240","01:59:06","153","177","--","111","242","9:56","2:32","--","--","1.44","--","--","--","--","--","0.0","--","--","13,772","--","22.0","No","00:01:18.1","20","27.0","01:54:26","01:59:06","--","--"
Treadmill Running,2020-11-24 16:52:00,false,"Koşu Bandı Koşusu","4.20","506","00:41:29","153","176","--","78","149","9:53","3:08","--","--","1.33","--","--","--","--","--","0.0","--","--","3,738","--","25.0","No","00:03:39.3","5","28.0","00:27:55","00:41:29","--","--"
Treadmill Running,2020-11-23 16:10:01,false,"Koşu Bandı Koşusu","12.00","1,229","01:57:51","152","178","--","86","229","9:49","2:59","--","--","1.30","--","--","--","--","--","0.0","--","--","11,506","--","21.0","No","00:04:19.9","14","29.0","01:27:06","01:57:51","--","--"
Treadmill Running,2020-11-22 19:45:05,false,"Koşu Bandı Koşusu","10.00","1,228","01:49:41","156","178","--","94","245","10:58","2:39","--","--","1.35","--","--","--","--","--","0.0","--","--","11,524","--","23.0","No","00:03:07.2","15","28.0","01:26:29","01:50:37","--","--"
Treadmill Running,2020-11-20 16:16:00,false,"Koşu Bandı Koşusu","8.22","1,066","01:30:38","158","180","--","72","159","11:01","4:07","--","--","1.22","--","--","--","--","--","0.0","--","--","7,992","--","23.0","No","00:04:23.2","9","28.0","00:59:16","01:30:44","--","--"
Treadmill Running,2020-11-19 23:03:04,false,"Koşu Bandı Koşusu","3.00","407","00:32:53","155","178","--","71","151","10:58","7:17","--","--","0.71","--","--","--","--","--","0.0","--","--","2,920","--","26.0","No","00:08:47.3","2","29.0","00:18:16","00:32:58","--","--"
Running,2020-07-30 06:11:18,false,"Kuşadası Koşu","4.02","446","00:33:56","159","176","--","137","233","8:27","6:47","25","23","0.87","--","--","--","--","--","0.0","--","--","4,640","--","27.0","No","00:00:08.3","5","30.0","00:33:53","00:33:56","-13","10"
Running,2020-07-27 06:16:10,false,"Kuşadası Koşu","4.18","394","00:46:11","135","176","--","114","150","11:04","6:59","2","2","0.79","--","--","--","--","--","0.0","--","--","5,258","--","27.0","No","00:02:20.2","5","30.0","00:46:09","00:47:09","-2","1"
Running,2020-07-24 06:42:05,false,"Kuşadası Koşu","3.69","422","00:33:35","157","183","--","127","211","9:06","6:55","8","6","0.86","--","--","--","--","--","0.0","--","--","4,258","--","27.0","No","00:07:14.4","4","31.0","00:33:33","00:33:46","-14","-1"
